user_id,question_id,section,subtopic,difficulty_tag,reason,priority
U00070,Q00113,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 0%),12.0
U00070,Q00102,Logical Reasoning,Input-Output,Easy,Weak area: Input-Output (accuracy: 0%),12.0
U00070,Q00637,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 0%),12.0
U00070,Q00247,Logical Reasoning,Input-Output,Easy,Weak area: Input-Output (accuracy: 0%),12.0
U00070,Q00948,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 0%),12.0
U00070,Q00095,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00070,Q00158,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00070,Q00390,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00070,Q01054,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00070,Q00450,Logical Reasoning,Ranking & Order,Easy,Weak area: Ranking & Order (accuracy: 0%),12.0
U00070,Q00477,Logical Reasoning,Ranking & Order,Easy,Weak area: Ranking & Order (accuracy: 0%),12.0
U00070,Q00730,Logical Reasoning,Ranking & Order,Easy,Weak area: Ranking & Order (accuracy: 0%),12.0
U00070,Q00744,Logical Reasoning,Ranking & Order,Easy,Weak area: Ranking & Order (accuracy: 0%),12.0
U00070,Q00049,Quantitative Aptitude,Pipes & Cisterns,Easy,Weak area: Pipes & Cisterns (accuracy: 2%),11.831572679572023
U00070,Q00266,Quantitative Aptitude,Pipes & Cisterns,Easy,Weak area: Pipes & Cisterns (accuracy: 2%),11.831572679572023
U00070,Q00653,Quantitative Aptitude,Pipes & Cisterns,Easy,Weak area: Pipes & Cisterns (accuracy: 2%),11.831572679572023
U00070,Q01251,Quantitative Aptitude,Pipes & Cisterns,Easy,Weak area: Pipes & Cisterns (accuracy: 2%),11.831572679572023
U00071,Q00221,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 0%),12.0
U00071,Q01297,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 0%),12.0
U00071,Q01081,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 0%),12.0
U00071,Q00706,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 0%),12.0
U00071,Q00090,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 1%),11.85612244443484
U00071,Q00229,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 1%),11.85612244443484
U00071,Q00823,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 1%),11.85612244443484
U00071,Q00495,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 1%),11.85612244443484
U00071,Q00177,Quantitative Aptitude,Logarithms,Easy,Weak area: Logarithms (accuracy: 2%),11.786151120473733
U00071,Q00239,Quantitative Aptitude,Logarithms,Easy,Weak area: Logarithms (accuracy: 2%),11.786151120473733
U00071,Q00472,Quantitative Aptitude,Logarithms,Easy,Weak area: Logarithms (accuracy: 2%),11.786151120473733
U00071,Q00463,Quantitative Aptitude,Logarithms,Easy,Weak area: Logarithms (accuracy: 2%),11.786151120473733
U00071,Q00547,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 2%),11.784750355347958
U00071,Q00331,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 2%),11.784750355347958
U00071,Q00950,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 2%),11.784750355347958
U00071,Q01012,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 2%),11.784750355347958
U00071,Q00039,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 3%),11.719032226840643
U00071,Q00116,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 3%),11.719032226840643
U00071,Q00392,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 3%),11.719032226840643
U00071,Q00793,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 3%),11.719032226840643
U00072,Q00152,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 0%),12.0
U00072,Q00991,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 0%),12.0
U00072,Q01228,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 0%),12.0
U00072,Q01561,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 0%),12.0
U00072,Q00275,Verbal Ability,Verbal Analogies,Easy,Weak area: Verbal Analogies (accuracy: 11%),10.932800564463268
U00072,Q00370,Verbal Ability,Verbal Analogies,Easy,Weak area: Verbal Analogies (accuracy: 11%),10.932800564463268
U00072,Q00843,Verbal Ability,Verbal Analogies,Easy,Weak area: Verbal Analogies (accuracy: 11%),10.932800564463268
U00072,Q00694,Verbal Ability,Verbal Analogies,Easy,Weak area: Verbal Analogies (accuracy: 11%),10.932800564463268
U00072,Q00098,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 12%),10.781612324087309
U00072,Q00113,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 12%),10.781612324087309
U00072,Q00637,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 12%),10.781612324087309
U00072,Q00948,Verbal Ability,Reading Comprehension,Easy,Weak area: Reading Comprehension (accuracy: 12%),10.781612324087309
U00072,Q03233,Logical Reasoning,Analogy,Medium,Spaced repetition: got wrong 109 days ago,8.0
U00072,Q03545,Quantitative Aptitude,Geometry,Medium,Spaced repetition: got wrong 212 days ago,8.0
U00072,Q05083,Quantitative Aptitude,Ratio & Proportion,Medium,Spaced repetition: got wrong 175 days ago,8.0
U00072,Q04850,Logical Reasoning,Blood Relations,Easy,Spaced repetition: got wrong 232 days ago,8.0
U00072,Q06061,Quantitative Aptitude,Profit & Loss,Medium,Spaced repetition: got wrong 128 days ago,8.0
U00072,Q06791,Quantitative Aptitude,Averages,Hard,Spaced repetition: got wrong 207 days ago,8.0
U00072,Q05900,Logical Reasoning,Cubes & Dice,Hard,Spaced repetition: got wrong 249 days ago,8.0
U00072,Q07170,Quantitative Aptitude,Permutation & Combination,Easy,Spaced repetition: got wrong 128 days ago,8.0
U00073,Q00152,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 24%),9.580088143914871
U00073,Q01561,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 24%),9.580088143914871
U00073,Q00991,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 24%),9.580088143914871
U00073,Q01228,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 24%),9.580088143914871
U00073,Q01683,Logical Reasoning,Analogy,Medium,Spaced repetition: got wrong 163 days ago,8.0
U00073,Q00865,Verbal Ability,Synonyms & Antonyms,Medium,Spaced repetition: got wrong 140 days ago,8.0
U00073,Q07921,Logical Reasoning,Input-Output,Hard,Spaced repetition: got wrong 40 days ago,6.3407380401234565
U00073,Q02045,Quantitative Aptitude,Partnership,Hard,Spaced repetition: got wrong 37 days ago,6.244747685185185
U00073,Q01094,Verbal Ability,Synonyms & Antonyms,Hard,Spaced repetition: got wrong 30 days ago,5.9926716820987656
U00073,Q00148,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 100%),2.0
U00073,Q00327,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 100%),2.0
U00073,Q00679,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 100%),2.0
U00073,Q00528,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 100%),2.0
U00074,Q00085,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 0%),12.0
U00074,Q00131,Verbal Ability,Odd One Out,Easy,Weak area: Odd One Out (accuracy: 0%),12.0
U00074,Q01041,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 0%),12.0
U00074,Q00582,Verbal Ability,Odd One Out,Easy,Weak area: Odd One Out (accuracy: 0%),12.0
U00074,Q02004,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 0%),12.0
U00074,Q00656,Verbal Ability,Odd One Out,Easy,Weak area: Odd One Out (accuracy: 0%),12.0
U00074,Q02014,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 0%),12.0
U00074,Q00721,Verbal Ability,Odd One Out,Easy,Weak area: Odd One Out (accuracy: 0%),12.0
U00074,Q00152,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 1%),11.887485278951756
U00074,Q00991,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 1%),11.887485278951756
U00074,Q01561,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 1%),11.887485278951756
U00074,Q01644,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 1%),11.887485278951756
U00074,Q00095,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 30%),9.036464765524391
U00074,Q00158,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 30%),9.036464765524391
U00074,Q00390,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 30%),9.036464765524391
U00074,Q01054,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 30%),9.036464765524391
U00074,Q03298,Quantitative Aptitude,Mixtures & Alligations,Medium,Spaced repetition: got wrong 266 days ago,8.0
U00074,Q03786,Quantitative Aptitude,Averages,Medium,Spaced repetition: got wrong 112 days ago,8.0
U00074,Q05330,Quantitative Aptitude,Progressions (AP/GP),Medium,Spaced repetition: got wrong 179 days ago,8.0
U00074,Q07151,Quantitative Aptitude,Compound Interest,Medium,Spaced repetition: got wrong 273 days ago,8.0
U00075,Q00088,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 1%)",11.86711818357826
U00075,Q00534,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 1%)",11.86711818357826
U00075,Q00601,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 1%)",11.86711818357826
U00075,Q00952,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 1%)",11.86711818357826
U00075,Q00139,Quantitative Aptitude,Quadratic Equations,Easy,Weak area: Quadratic Equations (accuracy: 2%),11.812586248496537
U00075,Q00180,Quantitative Aptitude,Quadratic Equations,Easy,Weak area: Quadratic Equations (accuracy: 2%),11.812586248496537
U00075,Q01155,Quantitative Aptitude,Quadratic Equations,Easy,Weak area: Quadratic Equations (accuracy: 2%),11.812586248496537
U00075,Q01340,Quantitative Aptitude,Quadratic Equations,Easy,Weak area: Quadratic Equations (accuracy: 2%),11.812586248496537
U00075,Q00883,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 2%),11.795634518491344
U00075,Q01225,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 2%),11.795634518491344
U00075,Q01163,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 2%),11.795634518491344
U00075,Q01295,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 2%),11.795634518491344
U00075,Q00221,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 4%),11.637616525074273
U00075,Q01297,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 4%),11.637616525074273
U00075,Q00706,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 4%),11.637616525074273
U00075,Q00530,Quantitative Aptitude,Permutation & Combination,Easy,Weak area: Permutation & Combination (accuracy: 4%),11.637616525074273
U00075,Q00547,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 13%),10.744354933080569
U00075,Q00331,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 13%),10.744354933080569
U00075,Q00950,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 13%),10.744354933080569
U00075,Q01012,Verbal Ability,Fill in the Blanks,Easy,Weak area: Fill in the Blanks (accuracy: 13%),10.744354933080569
U00076,Q00156,Data Interpretation,Data Sufficiency (DI),Easy,Spaced repetition: got wrong 217 days ago,8.0
U00076,Q06507,Data Interpretation,Bar Graphs,Medium,Spaced repetition: got wrong 123 days ago,8.0
U00076,Q05292,Logical Reasoning,Direction Sense,Medium,Spaced repetition: got wrong 120 days ago,8.0
U00076,Q02113,Quantitative Aptitude,Partnership,Medium,Spaced repetition: got wrong 106 days ago,8.0
U00076,Q07801,Logical Reasoning,Puzzles,Hard,Spaced repetition: got wrong 110 days ago,8.0
U00076,Q01308,Quantitative Aptitude,Quadratic Equations,Medium,Spaced repetition: got wrong 62 days ago,7.062525077160494
U00076,Q00350,Verbal Ability,Reading Comprehension,Medium,Spaced repetition: got wrong 41 days ago,6.374076774691358
U00076,Q03214,Verbal Ability,Idioms & Phrases,Medium,Spaced repetition: got wrong 40 days ago,6.343503858024691
U00076,Q06305,Logical Reasoning,Statement & Conclusion,Medium,Spaced repetition: got wrong 18 days ago,5.614208333333333
U00076,Q00095,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 100%),2.0
U00076,Q01024,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 100%),2.0
U00076,Q00158,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 100%),2.0
U00076,Q01790,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 100%),2.0
U00076,Q00390,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 100%),2.0
U00076,Q01618,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 100%),2.0
U00076,Q01054,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 100%),2.0
U00076,Q01272,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 100%),2.0
U00077,Q00260,Logical Reasoning,Analogy,Easy,Weak area: Analogy (accuracy: 0%),11.993838046328193
U00077,Q00462,Logical Reasoning,Analogy,Easy,Weak area: Analogy (accuracy: 0%),11.993838046328193
U00077,Q00839,Logical Reasoning,Analogy,Easy,Weak area: Analogy (accuracy: 0%),11.993838046328193
U00077,Q01900,Logical Reasoning,Analogy,Easy,Weak area: Analogy (accuracy: 0%),11.993838046328193
U00077,Q00123,Logical Reasoning,Venn Diagrams,Easy,Weak area: Venn Diagrams (accuracy: 0%),11.9921021564067
U00077,Q00489,Logical Reasoning,Venn Diagrams,Easy,Weak area: Venn Diagrams (accuracy: 0%),11.9921021564067
U00077,Q00618,Logical Reasoning,Venn Diagrams,Easy,Weak area: Venn Diagrams (accuracy: 0%),11.9921021564067
U00077,Q01153,Logical Reasoning,Venn Diagrams,Easy,Weak area: Venn Diagrams (accuracy: 0%),11.9921021564067
U00077,Q00652,Quantitative Aptitude,Probability,Easy,Weak area: Probability (accuracy: 0%),11.9920055873766
U00077,Q00269,Quantitative Aptitude,Probability,Easy,Weak area: Probability (accuracy: 0%),11.9920055873766
U00077,Q01040,Quantitative Aptitude,Probability,Easy,Weak area: Probability (accuracy: 0%),11.9920055873766
U00077,Q00676,Quantitative Aptitude,Probability,Easy,Weak area: Probability (accuracy: 0%),11.9920055873766
U00077,Q00883,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 1%),11.942829047177533
U00077,Q01163,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 1%),11.942829047177533
U00077,Q00984,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 1%),11.942829047177533
U00077,Q01295,Logical Reasoning,Seating Arrangement,Easy,Weak area: Seating Arrangement (accuracy: 1%),11.942829047177533
U00077,Q00377,Data Interpretation,Bar Graphs,Easy,Weak area: Bar Graphs (accuracy: 2%),11.829213412405137
U00077,Q00218,Data Interpretation,Bar Graphs,Easy,Weak area: Bar Graphs (accuracy: 2%),11.829213412405137
U00077,Q00612,Data Interpretation,Bar Graphs,Easy,Weak area: Bar Graphs (accuracy: 2%),11.829213412405137
U00077,Q00438,Data Interpretation,Bar Graphs,Easy,Weak area: Bar Graphs (accuracy: 2%),11.829213412405137
U00078,Q00095,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00078,Q00158,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00078,Q00390,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00078,Q01054,Logical Reasoning,Clocks & Calendars,Easy,Weak area: Clocks & Calendars (accuracy: 0%),12.0
U00078,Q00727,Logical Reasoning,Statement & Conclusion,Easy,Weak area: Statement & Conclusion (accuracy: 0%),12.0
U00078,Q01199,Logical Reasoning,Statement & Conclusion,Easy,Weak area: Statement & Conclusion (accuracy: 0%),12.0
U00078,Q01108,Logical Reasoning,Statement & Conclusion,Easy,Weak area: Statement & Conclusion (accuracy: 0%),12.0
U00078,Q01414,Logical Reasoning,Statement & Conclusion,Easy,Weak area: Statement & Conclusion (accuracy: 0%),12.0
U00078,Q00090,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 12%),10.84299830663995
U00078,Q00229,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 12%),10.84299830663995
U00078,Q00823,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 12%),10.84299830663995
U00078,Q00495,Verbal Ability,Critical Reasoning,Easy,Weak area: Critical Reasoning (accuracy: 12%),10.84299830663995
U00078,Q00025,Quantitative Aptitude,Profit & Loss,Easy,Weak area: Profit & Loss (accuracy: 18%),10.170504409523012
U00078,Q00097,Quantitative Aptitude,Profit & Loss,Easy,Weak area: Profit & Loss (accuracy: 18%),10.170504409523012
U00078,Q00395,Quantitative Aptitude,Profit & Loss,Easy,Weak area: Profit & Loss (accuracy: 18%),10.170504409523012
U00078,Q00484,Quantitative Aptitude,Profit & Loss,Easy,Weak area: Profit & Loss (accuracy: 18%),10.170504409523012
U00078,Q00056,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 20%),9.961662825013155
U00078,Q00281,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 20%),9.961662825013155
U00078,Q00849,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 20%),9.961662825013155
U00078,Q00726,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 20%),9.961662825013155
U00079,Q00651,Quantitative Aptitude,Compound Interest,Easy,Weak area: Compound Interest (accuracy: 1%),11.89067218054762
U00079,Q01210,Quantitative Aptitude,Compound Interest,Easy,Weak area: Compound Interest (accuracy: 1%),11.89067218054762
U00079,Q00870,Quantitative Aptitude,Compound Interest,Easy,Weak area: Compound Interest (accuracy: 1%),11.89067218054762
U00079,Q00848,Quantitative Aptitude,Compound Interest,Easy,Weak area: Compound Interest (accuracy: 1%),11.89067218054762
U00079,Q01175,Data Interpretation,Radar/Spider Charts,Easy,Weak area: Radar/Spider Charts (accuracy: 9%),11.08131860348851
U00079,Q01100,Data Interpretation,Radar/Spider Charts,Easy,Weak area: Radar/Spider Charts (accuracy: 9%),11.08131860348851
U00079,Q01056,Data Interpretation,Radar/Spider Charts,Easy,Weak area: Radar/Spider Charts (accuracy: 9%),11.08131860348851
U00079,Q00850,Data Interpretation,Radar/Spider Charts,Easy,Weak area: Radar/Spider Charts (accuracy: 9%),11.08131860348851
U00079,Q00152,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 10%),10.954094953727692
U00079,Q00991,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 10%),10.954094953727692
U00079,Q01228,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 10%),10.954094953727692
U00079,Q01561,Verbal Ability,Synonyms & Antonyms,Easy,Weak area: Synonyms & Antonyms (accuracy: 10%),10.954094953727692
U00079,Q00088,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 13%)",10.663482184712674
U00079,Q00534,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 13%)",10.663482184712674
U00079,Q00601,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 13%)",10.663482184712674
U00079,Q00952,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Weak area: Time, Speed & Distance (accuracy: 13%)",10.663482184712674
U00079,Q00085,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 14%),10.639208327797354
U00079,Q01041,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 14%),10.639208327797354
U00079,Q02014,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 14%),10.639208327797354
U00079,Q02143,Data Interpretation,Caselets,Easy,Weak area: Caselets (accuracy: 14%),10.639208327797354
U00080,Q00148,Quantitative Aptitude,Set Theory,Easy,Spaced repetition: got wrong 101 days ago,8.0
U00080,Q00218,Data Interpretation,Bar Graphs,Easy,Spaced repetition: got wrong 142 days ago,8.0
U00080,Q06643,Logical Reasoning,Statement & Assumption,Medium,Spaced repetition: got wrong 102 days ago,8.0
U00080,Q01282,Quantitative Aptitude,Partnership,Medium,Spaced repetition: got wrong 154 days ago,8.0
U00080,Q07749,Logical Reasoning,Direction Sense,Medium,Spaced repetition: got wrong 153 days ago,8.0
U00080,Q01287,Quantitative Aptitude,Logarithms,Hard,Spaced repetition: got wrong 106 days ago,8.0
U00080,Q07291,Data Interpretation,Venn-based DI,Medium,Spaced repetition: got wrong 145 days ago,8.0
U00080,Q06835,Quantitative Aptitude,Probability,Hard,Spaced repetition: got wrong 116 days ago,8.0
U00080,Q10396,Quantitative Aptitude,Mensuration,Easy,Spaced repetition: got wrong 144 days ago,8.0
U00080,Q02209,Quantitative Aptitude,Pipes & Cisterns,Medium,Spaced repetition: got wrong 71 days ago,7.374514274691358
U00080,Q03656,Data Interpretation,Line Graphs,Hard,Spaced repetition: got wrong 54 days ago,6.7917708333333335
U00080,Q04488,Quantitative Aptitude,Compound Interest,Easy,Spaced repetition: got wrong 38 days ago,6.274740354938271
U00081,Q00011,Verbal Ability,Para Summary,Easy,Weak area: Para Summary (accuracy: 19%),10.137537865069408
U00081,Q00022,Verbal Ability,Para Summary,Easy,Weak area: Para Summary (accuracy: 19%),10.137537865069408
U00081,Q00107,Verbal Ability,Para Summary,Easy,Weak area: Para Summary (accuracy: 19%),10.137537865069408
U00081,Q00161,Verbal Ability,Para Summary,Easy,Weak area: Para Summary (accuracy: 19%),10.137537865069408
U00081,Q00033,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 21%),9.865346178510137
U00081,Q01024,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 21%),9.865346178510137
U00081,Q01618,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 21%),9.865346178510137
U00081,Q01272,Quantitative Aptitude,Time & Work,Easy,Weak area: Time & Work (accuracy: 21%),9.865346178510137
U00081,Q00056,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 25%),9.51222353438121
U00081,Q00281,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 25%),9.51222353438121
U00081,Q00849,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 25%),9.51222353438121
U00081,Q00726,Logical Reasoning,Syllogisms,Easy,Weak area: Syllogisms (accuracy: 25%),9.51222353438121
U00081,Q00559,Data Interpretation,Mixed DI Sets,Easy,Weak area: Mixed DI Sets (accuracy: 37%),8.267370224935611
U00081,Q00496,Data Interpretation,Mixed DI Sets,Easy,Weak area: Mixed DI Sets (accuracy: 37%),8.267370224935611
U00081,Q01138,Data Interpretation,Mixed DI Sets,Easy,Weak area: Mixed DI Sets (accuracy: 37%),8.267370224935611
U00081,Q00693,Data Interpretation,Mixed DI Sets,Easy,Weak area: Mixed DI Sets (accuracy: 37%),8.267370224935611
U00081,Q00007,Logical Reasoning,Input-Output,Easy,Weak area: Input-Output (accuracy: 38%),8.247534561315874
U00081,Q00038,Logical Reasoning,Input-Output,Easy,Weak area: Input-Output (accuracy: 38%),8.247534561315874
U00081,Q00102,Logical Reasoning,Input-Output,Easy,Weak area: Input-Output (accuracy: 38%),8.247534561315874
U00081,Q00247,Logical Reasoning,Input-Output,Easy,Weak area: Input-Output (accuracy: 38%),8.247534561315874
U00082,Q00005,Verbal Ability,Para Jumbles,Easy,Weak area: Para Jumbles (accuracy: 0%),12.0
U00082,Q00060,Verbal Ability,Para Jumbles,Easy,Weak area: Para Jumbles (accuracy: 0%),12.0
U00082,Q00364,Verbal Ability,Para Jumbles,Easy,Weak area: Para Jumbles (accuracy: 0%),12.0
U00082,Q00133,Verbal Ability,Para Jumbles,Easy,Weak area: Para Jumbles (accuracy: 0%),12.0
U00082,Q00016,Quantitative Aptitude,Mixtures & Alligations,Easy,Weak area: Mixtures & Alligations (accuracy: 32%),8.788201156848183
U00082,Q00178,Quantitative Aptitude,Mixtures & Alligations,Easy,Weak area: Mixtures & Alligations (accuracy: 32%),8.788201156848183
U00082,Q00200,Quantitative Aptitude,Mixtures & Alligations,Easy,Weak area: Mixtures & Alligations (accuracy: 32%),8.788201156848183
U00082,Q00213,Quantitative Aptitude,Mixtures & Alligations,Easy,Weak area: Mixtures & Alligations (accuracy: 32%),8.788201156848183
U00082,Q00148,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 39%),8.127909452650876
U00082,Q00327,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 39%),8.127909452650876
U00082,Q00679,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 39%),8.127909452650876
U00082,Q00528,Quantitative Aptitude,Set Theory,Easy,Weak area: Set Theory (accuracy: 39%),8.127909452650876
U00082,Q00039,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 42%),7.78259458720696
U00082,Q00116,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 42%),7.78259458720696
U00082,Q00392,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 42%),7.78259458720696
U00082,Q00793,Quantitative Aptitude,Number System,Easy,Weak area: Number System (accuracy: 42%),7.78259458720696
