question_id,n_attempts,discrimination_index,p_value,correct_rate,avg_time_sec,flag,section,subtopic,difficulty_tag
Q01065,11,-0.1193,0.72675,0.4545,101.2,negative_discrimination,Quantitative Aptitude,Surds & Indices,Hard
Q02179,14,-0.1192,0.684947,0.5714,53.7,negative_discrimination,Data Interpretation,Tables,Medium
Q09380,11,-0.1187,0.728089,0.8182,31.4,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q09811,13,-0.1185,0.699829,0.8462,32.9,negative_discrimination,Data Interpretation,Line Graphs,Easy
Q06383,10,-0.118,0.745349,0.5,47.5,negative_discrimination,Data Interpretation,Caselets,Medium
Q06616,10,-0.1175,0.74658,0.8,53.9,negative_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q08884,14,-0.1174,0.689449,0.6429,94.6,negative_discrimination,Data Interpretation,Tables,Hard
Q01366,13,-0.1172,0.702993,0.5385,48.0,negative_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q03232,10,-0.1171,0.747427,0.4,29.4,negative_discrimination,Quantitative Aptitude,Linear Equations,Easy
Q08997,12,-0.117,0.717298,0.5833,41.7,negative_discrimination,Quantitative Aptitude,Geometry,Medium
Q03180,12,-0.1164,0.718557,0.6667,51.1,negative_discrimination,Quantitative Aptitude,Time & Work,Medium
Q01216,11,-0.1162,0.733751,0.4545,57.6,negative_discrimination,Logical Reasoning,Statement & Assumption,Medium
Q10179,10,-0.116,0.749648,0.6,55.4,negative_discrimination,Data Interpretation,Radar/Spider Charts,Medium
Q00459,18,-0.1154,0.648293,0.6111,48.1,negative_discrimination,Verbal Ability,Sentence Correction,Medium
Q06319,10,-0.1154,0.750821,0.7,54.1,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q08402,11,-0.1152,0.735917,0.4545,48.1,negative_discrimination,Verbal Ability,Odd One Out,Medium
Q08221,10,-0.1149,0.752021,0.5,50.5,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q05682,10,-0.1148,0.752128,0.4,71.1,negative_discrimination,Verbal Ability,Odd One Out,Hard
Q01018,13,-0.1141,0.710515,0.6154,39.7,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q04524,16,-0.114,0.674164,0.5,67.4,negative_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q02651,14,-0.1138,0.698462,0.2857,55.1,negative_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q05840,11,-0.1138,0.738936,0.6364,46.5,negative_discrimination,Data Interpretation,Mixed DI Sets,Medium
Q01055,12,-0.1134,0.725559,0.5,56.1,negative_discrimination,Logical Reasoning,Input-Output,Medium
Q04068,11,-0.1134,0.739903,0.6364,53.1,negative_discrimination,Data Interpretation,Pie Charts,Medium
Q04219,13,-0.1134,0.712217,0.3846,95.0,negative_discrimination,Data Interpretation,Mixed DI Sets,Hard
Q00898,11,-0.1133,0.740117,0.3636,91.7,negative_discrimination,Logical Reasoning,Statement & Conclusion,Hard
Q04076,13,-0.1133,0.712521,0.6923,116.9,negative_discrimination,Logical Reasoning,Data Sufficiency,Hard
Q08224,12,-0.1133,0.725908,0.8333,26.8,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Easy
Q04019,10,-0.1133,0.755415,0.6,43.6,negative_discrimination,Data Interpretation,Bar Graphs,Medium
Q02897,11,-0.1131,0.740636,0.7273,33.6,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q01673,11,-0.113,0.740827,0.5455,23.4,negative_discrimination,Quantitative Aptitude,Simple Interest,Easy
Q07248,13,-0.1129,0.71333,0.8462,28.9,negative_discrimination,Quantitative Aptitude,Averages,Easy
Q00780,14,-0.1129,0.700817,0.5714,61.5,negative_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q05077,10,-0.1128,0.75629,0.7,27.0,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q08537,12,-0.1127,0.72738,0.6667,63.8,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q03002,11,-0.1126,0.741753,0.3636,53.4,negative_discrimination,Logical Reasoning,Ranking & Order,Medium
Q03822,15,-0.1121,0.690864,0.6667,37.4,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q10375,11,-0.1121,0.742731,0.8182,34.7,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Easy
Q09692,15,-0.1117,0.691863,0.4667,46.5,negative_discrimination,Quantitative Aptitude,Mixtures & Alligations,Medium
Q04103,10,-0.1112,0.759756,0.7,44.8,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q04410,14,-0.1108,0.706142,0.5,113.4,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Hard
Q07672,10,-0.1108,0.760559,0.7,57.7,negative_discrimination,Quantitative Aptitude,Profit & Loss,Medium
Q03587,12,-0.1107,0.731928,0.6667,52.3,negative_discrimination,Quantitative Aptitude,Averages,Medium
Q05371,12,-0.1106,0.732146,0.4167,84.3,negative_discrimination,Logical Reasoning,Statement & Conclusion,Hard
Q06477,15,-0.1105,0.695084,0.6667,30.8,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q03910,12,-0.1102,0.733189,0.6667,52.7,negative_discrimination,Logical Reasoning,Data Sufficiency,Medium
Q08833,12,-0.1094,0.734914,0.5833,51.1,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q06046,11,-0.1093,0.749056,0.6364,58.6,negative_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q00194,10,-0.1092,0.764031,0.3,88.7,negative_discrimination,Quantitative Aptitude,Averages,Hard
Q03700,10,-0.1092,0.763939,0.7,41.0,negative_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q06757,11,-0.1091,0.749419,0.6364,33.1,negative_discrimination,Logical Reasoning,Data Sufficiency,Easy
Q00522,13,-0.1089,0.723296,0.7692,34.9,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q09679,12,-0.1089,0.736204,0.6667,28.9,negative_discrimination,Logical Reasoning,Clocks & Calendars,Easy
Q02742,12,-0.1087,0.736564,0.8333,67.5,negative_discrimination,Logical Reasoning,Analogy,Medium
Q01344,11,-0.1078,0.752398,0.7273,32.6,negative_discrimination,Verbal Ability,Sentence Correction,Easy
Q08873,18,-0.1077,0.670557,0.5556,95.8,negative_discrimination,Verbal Ability,Error Spotting,Hard
Q01485,12,-0.1076,0.739205,0.6667,26.6,negative_discrimination,Data Interpretation,Mixed DI Sets,Easy
Q07064,11,-0.1076,0.752782,0.5455,59.5,negative_discrimination,Logical Reasoning,Venn Diagrams,Medium
Q01188,13,-0.1075,0.726685,0.3846,93.2,negative_discrimination,Quantitative Aptitude,Time & Work,Hard
Q09943,15,-0.1075,0.70297,0.6,30.7,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q10073,15,-0.1074,0.703351,0.6,27.3,negative_discrimination,Verbal Ability,Odd One Out,Easy
Q01095,13,-0.106,0.730446,0.3846,58.0,negative_discrimination,Data Interpretation,Mixed DI Sets,Medium
Q04220,11,-0.1058,0.756878,0.4545,114.6,negative_discrimination,Data Interpretation,Pie Charts,Hard
Q01045,13,-0.1058,0.730825,0.6923,57.5,negative_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q09685,12,-0.1057,0.743726,0.6667,26.6,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q10067,11,-0.1055,0.757491,0.7273,22.0,negative_discrimination,Verbal Ability,Error Spotting,Easy
Q00286,10,-0.1055,0.771845,0.2,45.0,negative_discrimination,Quantitative Aptitude,Linear Equations,Medium
Q08759,12,-0.1052,0.744805,0.75,32.4,negative_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q00546,12,-0.1051,0.745115,0.5833,59.2,negative_discrimination,Quantitative Aptitude,Geometry,Medium
Q08054,11,-0.1042,0.760473,0.6364,63.3,negative_discrimination,Verbal Ability,Reading Comprehension,Medium
Q04007,13,-0.1041,0.734999,0.5385,53.6,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Medium
Q01720,10,-0.1038,0.77539,0.6,61.7,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Medium
Q02500,15,-0.1035,0.713604,0.4667,77.8,negative_discrimination,Logical Reasoning,Coding-Decoding,Hard
Q06297,11,-0.1035,0.761974,0.7273,51.8,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Medium
Q10020,11,-0.1032,0.76261,0.2727,60.1,negative_discrimination,Verbal Ability,Fill in the Blanks,Hard
Q01743,13,-0.1032,0.737308,0.3077,56.5,negative_discrimination,Quantitative Aptitude,Logarithms,Medium
Q05198,16,-0.103,0.704205,0.375,61.8,negative_discrimination,Quantitative Aptitude,Partnership,Medium
Q07650,12,-0.103,0.750162,0.5833,22.3,negative_discrimination,Data Interpretation,Caselets,Easy
Q05303,13,-0.1029,0.737992,0.5385,51.2,negative_discrimination,Logical Reasoning,Direction Sense,Medium
Q00035,11,-0.1027,0.763757,0.4545,57.2,negative_discrimination,Data Interpretation,Venn-based DI,Medium
Q01186,10,-0.1027,0.777619,0.8,33.5,negative_discrimination,Logical Reasoning,Data Sufficiency,Easy
Q08601,10,-0.1025,0.778199,0.9,34.0,negative_discrimination,Data Interpretation,Venn-based DI,Easy
Q06694,12,-0.1024,0.751505,0.8333,33.8,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Easy
Q01547,15,-0.1022,0.717041,0.5333,63.7,negative_discrimination,Verbal Ability,Sentence Correction,Medium
Q05525,12,-0.102,0.752499,0.25,97.3,negative_discrimination,Verbal Ability,Odd One Out,Hard
Q02932,14,-0.102,0.728573,0.5714,21.7,negative_discrimination,Verbal Ability,Sentence Correction,Easy
Q06983,10,-0.1019,0.779388,0.6,27.6,negative_discrimination,Quantitative Aptitude,Simple Interest,Easy
Q06563,10,-0.1019,0.779396,0.8,52.0,negative_discrimination,Data Interpretation,Tables,Medium
Q00087,14,-0.1017,0.729384,0.5714,53.8,negative_discrimination,Logical Reasoning,Puzzles,Medium
Q05580,13,-0.1016,0.741269,0.3846,56.5,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Medium
Q00358,14,-0.1014,0.730126,0.6429,21.3,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q02946,15,-0.101,0.72035,0.7333,63.9,negative_discrimination,Verbal Ability,Reading Comprehension,Medium
Q09883,11,-0.1009,0.76781,0.2727,42.5,negative_discrimination,Verbal Ability,Verbal Analogies,Medium
Q04190,10,-0.1008,0.781721,0.7,23.9,negative_discrimination,Logical Reasoning,Cubes & Dice,Easy
Q04900,12,-0.1007,0.755587,0.5,57.6,negative_discrimination,Quantitative Aptitude,Partnership,Medium
Q10040,12,-0.1003,0.75653,0.75,49.1,negative_discrimination,Logical Reasoning,Data Sufficiency,Medium
Q00912,10,-0.1001,0.783271,0.4,120.4,negative_discrimination,Quantitative Aptitude,Surds & Indices,Hard
Q08181,11,-0.0997,0.770591,0.5455,64.2,negative_discrimination,Quantitative Aptitude,Probability,Medium
Q04478,14,-0.0994,0.735352,0.7857,27.4,negative_discrimination,Verbal Ability,Reading Comprehension,Easy
Q02032,10,-0.0991,0.785279,0.7,34.5,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q04389,10,-0.0987,0.786101,0.7,32.8,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q05556,10,-0.0987,0.786291,0.8,30.8,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Easy
Q06771,11,-0.0986,0.773015,0.4545,103.1,negative_discrimination,Quantitative Aptitude,Linear Equations,Hard
Q02882,10,-0.0986,0.786459,0.5,94.0,negative_discrimination,Data Interpretation,Caselets,Hard
Q06839,11,-0.0986,0.773079,0.3636,54.5,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q04026,18,-0.0986,0.697001,0.5556,66.6,negative_discrimination,Logical Reasoning,Puzzles,Medium
Q04025,13,-0.0984,0.7492,0.6154,25.8,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q07149,11,-0.098,0.774328,0.4545,31.9,negative_discrimination,Logical Reasoning,Coding-Decoding,Easy
Q03400,10,-0.098,0.787758,0.6,60.3,negative_discrimination,Verbal Ability,Para Summary,Medium
Q02001,14,-0.0975,0.740174,0.6429,29.1,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q00544,11,-0.0975,0.775575,0.5455,33.5,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q06449,13,-0.0973,0.751783,0.6923,29.1,negative_discrimination,Quantitative Aptitude,Simple Interest,Easy
Q08946,11,-0.0972,0.776184,0.8182,27.0,negative_discrimination,Quantitative Aptitude,Surds & Indices,Easy
Q07940,15,-0.0966,0.732109,0.4667,49.5,negative_discrimination,Quantitative Aptitude,Geometry,Medium
Q02535,10,-0.0964,0.790996,0.7,62.9,negative_discrimination,Data Interpretation,Mixed DI Sets,Medium
Q00363,11,-0.0963,0.778128,0.4545,79.2,negative_discrimination,Data Interpretation,Radar/Spider Charts,Hard
Q08346,16,-0.0962,0.722932,0.875,29.3,negative_discrimination,Logical Reasoning,Statement & Conclusion,Easy
Q07051,16,-0.096,0.723714,0.6875,52.7,negative_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q00173,12,-0.0958,0.767044,0.3333,69.8,negative_discrimination,Data Interpretation,Tables,Hard
Q05112,19,-0.0957,0.696687,0.7368,29.2,negative_discrimination,Data Interpretation,Mixed DI Sets,Easy
Q07114,11,-0.0957,0.779579,0.7273,53.2,negative_discrimination,Verbal Ability,Para Summary,Medium
Q08134,13,-0.0956,0.756096,0.3846,85.8,negative_discrimination,Verbal Ability,Para Summary,Hard
Q02445,14,-0.0952,0.746026,0.3571,86.4,negative_discrimination,Verbal Ability,Sentence Correction,Hard
Q09585,11,-0.0952,0.780753,0.7273,50.3,negative_discrimination,Verbal Ability,Para Summary,Medium
Q04960,21,-0.0948,0.682566,0.5714,25.7,negative_discrimination,Verbal Ability,Error Spotting,Easy
Q03193,11,-0.0945,0.782195,0.8182,25.1,negative_discrimination,Quantitative Aptitude,Profit & Loss,Easy
Q07826,11,-0.0944,0.782458,0.9091,32.6,negative_discrimination,Logical Reasoning,Analogy,Easy
Q10352,10,-0.0941,0.795927,0.5,53.2,negative_discrimination,Verbal Ability,Verbal Analogies,Medium
Q10426,10,-0.094,0.79615,0.7,59.5,negative_discrimination,Quantitative Aptitude,Algebra,Medium
Q02666,19,-0.0939,0.702129,0.6316,33.1,negative_discrimination,Quantitative Aptitude,Set Theory,Easy
Q07837,10,-0.0933,0.797735,0.6,63.9,negative_discrimination,Verbal Ability,Reading Comprehension,Medium
Q00734,10,-0.0929,0.798516,0.4,91.4,negative_discrimination,Logical Reasoning,Syllogisms,Hard
Q04485,12,-0.0928,0.774222,0.5833,48.1,negative_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q04756,12,-0.0925,0.774982,0.6667,31.0,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q00042,15,-0.0924,0.743267,0.8,32.9,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Easy
Q08926,11,-0.0923,0.787239,0.4545,49.0,negative_discrimination,Verbal Ability,Reading Comprehension,Medium
Q01147,11,-0.0918,0.788298,0.5455,38.5,negative_discrimination,Verbal Ability,Critical Reasoning,Easy
Q01830,10,-0.0916,0.801349,0.5,83.7,negative_discrimination,Verbal Ability,Cloze Test,Hard
Q05521,11,-0.0916,0.788775,0.4545,98.6,negative_discrimination,Verbal Ability,Fill in the Blanks,Hard
Q09612,10,-0.0909,0.802744,0.6,73.2,negative_discrimination,Verbal Ability,Odd One Out,Hard
Q07348,10,-0.0906,0.803491,0.7,50.6,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Medium
Q03434,12,-0.0905,0.779672,0.6667,36.2,negative_discrimination,Verbal Ability,Reading Comprehension,Easy
Q02086,13,-0.0905,0.768709,0.5385,33.0,negative_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q00724,15,-0.0903,0.748929,0.6667,55.7,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Medium
Q07093,13,-0.0901,0.769855,0.4615,29.6,negative_discrimination,Verbal Ability,Para Summary,Easy
Q03326,10,-0.0897,0.805393,0.4,30.0,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q08322,10,-0.0894,0.806065,0.7,25.9,negative_discrimination,Data Interpretation,Tables,Easy
Q08267,11,-0.0893,0.794087,0.5455,66.9,negative_discrimination,Logical Reasoning,Statement & Conclusion,Hard
Q00526,13,-0.0888,0.773056,0.3846,62.4,negative_discrimination,Logical Reasoning,Seating Arrangement,Medium
Q06827,13,-0.0886,0.773578,0.3846,63.7,negative_discrimination,Logical Reasoning,Statement & Conclusion,Hard
Q06613,11,-0.0882,0.796473,0.3636,61.5,negative_discrimination,Quantitative Aptitude,Simple Interest,Medium
Q07019,13,-0.0874,0.776379,0.7692,26.2,negative_discrimination,Verbal Ability,Odd One Out,Easy
Q00671,14,-0.0873,0.766617,0.3571,77.1,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Hard
Q04592,18,-0.0872,0.73067,0.3333,94.8,negative_discrimination,Data Interpretation,Line Graphs,Hard
Q07385,12,-0.0871,0.787821,0.25,50.7,negative_discrimination,Verbal Ability,Odd One Out,Medium
Q01701,13,-0.0871,0.77725,0.4615,80.5,negative_discrimination,Data Interpretation,Line Graphs,Hard
Q08855,10,-0.0869,0.811381,0.2,54.1,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q07303,14,-0.0864,0.769018,0.6429,34.0,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q07943,11,-0.0861,0.801289,0.9091,28.4,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q05147,11,-0.0859,0.801721,0.6364,48.8,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q01492,12,-0.0858,0.790842,0.4167,90.4,negative_discrimination,Logical Reasoning,Blood Relations,Hard
Q04757,12,-0.0856,0.791349,0.75,29.8,negative_discrimination,Quantitative Aptitude,Trigonometry,Easy
Q06539,12,-0.0856,0.791457,0.6667,93.7,negative_discrimination,Logical Reasoning,Puzzles,Hard
Q04308,11,-0.0854,0.802741,0.8182,31.8,negative_discrimination,Data Interpretation,Tables,Easy
Q02243,13,-0.0854,0.781561,0.9231,26.3,negative_discrimination,Verbal Ability,Para Summary,Easy
Q07669,17,-0.0853,0.744799,0.2941,61.2,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q02922,12,-0.085,0.792716,0.8333,52.5,negative_discrimination,Data Interpretation,Bar Graphs,Medium
Q08755,10,-0.0844,0.81677,0.4,30.7,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q00092,11,-0.0841,0.805696,0.5455,51.1,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q10016,12,-0.0837,0.795825,0.5833,61.2,negative_discrimination,Quantitative Aptitude,Number System,Medium
Q04585,11,-0.0832,0.807931,0.3636,83.0,negative_discrimination,Verbal Ability,Idioms & Phrases,Hard
Q00117,13,-0.0831,0.787309,0.5385,82.0,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Hard
Q05675,18,-0.0825,0.744905,0.4444,25.8,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q07032,10,-0.0825,0.8207,0.4,31.6,negative_discrimination,Quantitative Aptitude,Set Theory,Easy
Q09776,13,-0.0825,0.788779,0.2308,96.2,negative_discrimination,Logical Reasoning,Ranking & Order,Hard
Q09907,16,-0.0823,0.761876,0.625,51.1,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q00317,11,-0.0823,0.809784,0.4545,56.5,negative_discrimination,Quantitative Aptitude,Set Theory,Medium
Q01036,13,-0.0817,0.790713,0.6154,54.1,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q09072,12,-0.0815,0.801273,0.75,47.5,negative_discrimination,Verbal Ability,Fill in the Blanks,Medium
Q03327,14,-0.0814,0.78199,0.6429,62.9,negative_discrimination,Logical Reasoning,Puzzles,Medium
Q03644,12,-0.0811,0.802246,0.5833,52.8,negative_discrimination,Verbal Ability,Critical Reasoning,Medium
Q08973,11,-0.0811,0.81252,0.8182,30.0,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q08691,10,-0.0809,0.824269,0.6,79.8,negative_discrimination,Logical Reasoning,Series Completion,Hard
Q08378,14,-0.0808,0.783606,0.6429,26.2,negative_discrimination,Quantitative Aptitude,Linear Equations,Easy
Q01865,12,-0.0806,0.803381,0.75,31.5,negative_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q10302,11,-0.0805,0.814005,0.9091,34.8,negative_discrimination,Verbal Ability,Critical Reasoning,Easy
Q03632,10,-0.0804,0.82527,0.5,35.3,negative_discrimination,Quantitative Aptitude,Set Theory,Easy
Q09659,15,-0.0803,0.776044,0.6,27.7,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Easy
Q09687,12,-0.0801,0.804554,0.75,64.8,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q10261,15,-0.08,0.776955,0.5333,34.7,negative_discrimination,Quantitative Aptitude,Trigonometry,Medium
Q08102,13,-0.0799,0.795268,0.7692,21.9,negative_discrimination,Quantitative Aptitude,Averages,Easy
Q06917,13,-0.0796,0.796022,0.6923,31.8,negative_discrimination,Logical Reasoning,Statement & Assumption,Easy
Q06820,12,-0.0796,0.805759,0.5,39.8,negative_discrimination,Quantitative Aptitude,Simple Interest,Medium
Q06806,15,-0.0796,0.77808,0.8667,28.5,negative_discrimination,Quantitative Aptitude,Partnership,Easy
Q08238,11,-0.0793,0.81669,0.5455,58.7,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Medium
Q00772,18,-0.0792,0.754677,0.6111,36.8,negative_discrimination,Quantitative Aptitude,Mensuration,Easy
Q05707,12,-0.0789,0.807359,0.5833,59.4,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q04990,14,-0.0787,0.789138,0.2857,70.3,negative_discrimination,Verbal Ability,Para Summary,Hard
Q07185,12,-0.0784,0.808663,0.5,49.1,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q07467,14,-0.0782,0.79037,0.5,45.4,negative_discrimination,Verbal Ability,Verbal Analogies,Medium
Q05896,15,-0.0782,0.781764,0.6667,24.7,negative_discrimination,Data Interpretation,Line Graphs,Easy
Q07099,10,-0.0782,0.830054,0.7,28.8,negative_discrimination,Logical Reasoning,Venn Diagrams,Easy
Q01910,10,-0.078,0.830303,0.4,75.0,negative_discrimination,Data Interpretation,Tables,Hard
Q10384,13,-0.0778,0.800493,0.1538,82.4,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Hard
Q09658,12,-0.0776,0.810567,0.3333,79.4,negative_discrimination,Quantitative Aptitude,Number System,Hard
Q06657,10,-0.0776,0.831271,0.3,41.6,negative_discrimination,Logical Reasoning,Seating Arrangement,Medium
Q07160,12,-0.0773,0.811357,0.4167,74.0,negative_discrimination,Logical Reasoning,Ranking & Order,Hard
Q08910,16,-0.0771,0.776701,0.4375,74.5,negative_discrimination,Verbal Ability,Critical Reasoning,Hard
Q00384,10,-0.077,0.832613,0.5,69.5,negative_discrimination,Quantitative Aptitude,Mensuration,Medium
Q00636,13,-0.0765,0.803786,0.3846,56.2,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Medium
Q01712,14,-0.0764,0.795056,0.5,50.9,negative_discrimination,Quantitative Aptitude,Logarithms,Medium
Q02234,10,-0.0763,0.834071,0.7,29.0,negative_discrimination,Logical Reasoning,Input-Output,Easy
Q06628,19,-0.0763,0.756177,0.6316,55.0,negative_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q01401,13,-0.076,0.805014,0.4615,60.1,negative_discrimination,Logical Reasoning,Direction Sense,Medium
Q08155,10,-0.0758,0.835201,0.8,35.6,negative_discrimination,Quantitative Aptitude,Set Theory,Easy
Q04652,12,-0.0756,0.815294,0.8333,22.4,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q02080,13,-0.0752,0.807061,0.7692,26.5,negative_discrimination,Verbal Ability,Odd One Out,Easy
Q02321,10,-0.0751,0.836704,0.7,59.5,negative_discrimination,Data Interpretation,Bar Graphs,Medium
Q01896,18,-0.0745,0.768912,0.5556,67.2,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Hard
Q04208,10,-0.0743,0.838339,0.4,78.8,negative_discrimination,Quantitative Aptitude,Trigonometry,Hard
Q07100,15,-0.0743,0.792402,0.6,25.7,negative_discrimination,Verbal Ability,Critical Reasoning,Easy
Q00919,12,-0.074,0.819181,0.5833,29.2,negative_discrimination,Verbal Ability,Sentence Correction,Easy
Q09716,13,-0.0737,0.810806,0.7692,30.8,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q05632,11,-0.0737,0.829503,0.7273,54.0,negative_discrimination,Verbal Ability,Verbal Analogies,Medium
Q06355,14,-0.0735,0.80273,0.6429,58.1,negative_discrimination,Logical Reasoning,Seating Arrangement,Medium
Q03307,10,-0.0733,0.840566,0.4,59.7,negative_discrimination,Data Interpretation,Line Graphs,Medium
Q04061,16,-0.0732,0.787724,0.625,55.6,negative_discrimination,Data Interpretation,Radar/Spider Charts,Medium
Q07444,10,-0.0732,0.840833,0.5,32.3,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q05078,10,-0.0731,0.840888,0.3,74.5,negative_discrimination,Logical Reasoning,Cubes & Dice,Hard
Q10319,10,-0.073,0.841086,0.9,30.9,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q01663,12,-0.0729,0.821949,0.6667,32.5,negative_discrimination,Quantitative Aptitude,Geometry,Easy
Q04559,13,-0.0723,0.814358,0.7692,26.5,negative_discrimination,Quantitative Aptitude,Logarithms,Easy
Q05826,15,-0.0721,0.798443,0.5333,83.3,negative_discrimination,Quantitative Aptitude,Probability,Hard
Q07824,13,-0.0719,0.815317,0.4615,55.2,negative_discrimination,Verbal Ability,Para Summary,Medium
Q04622,10,-0.0718,0.843829,0.9,87.4,negative_discrimination,Verbal Ability,Critical Reasoning,Hard
Q01719,11,-0.0717,0.83405,0.7273,33.5,negative_discrimination,Quantitative Aptitude,Percentages,Easy
Q00290,14,-0.0712,0.808787,0.5714,27.9,negative_discrimination,Logical Reasoning,Analogy,Easy
Q08303,10,-0.0711,0.845272,0.4,98.3,negative_discrimination,Data Interpretation,Radar/Spider Charts,Hard
Q09535,12,-0.0707,0.827257,0.4167,76.8,negative_discrimination,Data Interpretation,Venn-based DI,Hard
Q04152,10,-0.0707,0.846085,0.7,24.3,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q03140,12,-0.0707,0.827178,0.9167,36.7,negative_discrimination,Data Interpretation,Tables,Easy
Q01524,14,-0.0705,0.810633,0.2857,67.6,negative_discrimination,Logical Reasoning,Data Sufficiency,Medium
Q03709,11,-0.0703,0.837362,0.2727,70.7,negative_discrimination,Logical Reasoning,Cubes & Dice,Hard
Q06659,14,-0.0703,0.811366,0.7857,46.6,negative_discrimination,Logical Reasoning,Ranking & Order,Medium
Q02489,10,-0.069,0.849832,0.8,34.6,negative_discrimination,Logical Reasoning,Statement & Assumption,Easy
Q05203,13,-0.0689,0.823122,0.5385,57.8,negative_discrimination,Quantitative Aptitude,Profit & Loss,Medium
Q10405,12,-0.0682,0.833137,0.6667,26.8,negative_discrimination,Data Interpretation,Pie Charts,Easy
Q00067,11,-0.0682,0.842081,0.4545,46.0,negative_discrimination,Quantitative Aptitude,Profit & Loss,Medium
Q08679,11,-0.068,0.842458,0.6364,65.5,negative_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q04203,13,-0.0679,0.825509,0.7692,27.7,negative_discrimination,Quantitative Aptitude,Number System,Easy
Q06843,10,-0.0676,0.85283,0.6,31.9,negative_discrimination,Quantitative Aptitude,Geometry,Easy
