question_id,section,subtopic,difficulty_tag,exam_tags,exam_tags_list,num_exam_tags
Q02497,Quantitative Aptitude,"Time, Speed & Distance",Hard,SSC,['SSC'],1
Q02498,Verbal Ability,Synonyms & Antonyms,Medium,SSC,['SSC'],1
Q02499,Data Interpretation,Line Graphs,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q02500,Logical Reasoning,Coding-Decoding,Hard,CAT,['CAT'],1
Q02501,Logical Reasoning,Coding-Decoding,Easy,"CAT,General","['CAT', 'General']",2
Q02502,Verbal Ability,Cloze Test,Medium,Banking,['Banking'],1
Q02503,Data Interpretation,Pie Charts,Easy,"Placements,SSC","['Placements', 'SSC']",2
Q02504,Quantitative Aptitude,Mensuration,Easy,SSC,['SSC'],1
Q02505,Logical Reasoning,Data Sufficiency,Hard,"Placements,TCS NQT,Banking","['Placements', 'TCS NQT', 'Banking']",3
Q02506,Verbal Ability,Error Spotting,Medium,CAT,['CAT'],1
Q02507,Logical Reasoning,Direction Sense,Medium,Placements,['Placements'],1
Q02508,Logical Reasoning,Series Completion,Medium,"Banking,SSC,TCS NQT","['Banking', 'SSC', 'TCS NQT']",3
Q02509,Quantitative Aptitude,Logarithms,Medium,"General,Placements","['General', 'Placements']",2
Q02510,Verbal Ability,Reading Comprehension,Hard,"TCS NQT,Placements,SSC","['TCS NQT', 'Placements', 'SSC']",3
Q02511,Logical Reasoning,Direction Sense,Easy,"Placements,CAT","['Placements', 'CAT']",2
Q02512,Quantitative Aptitude,Set Theory,Medium,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q02513,Quantitative Aptitude,Progressions (AP/GP),Easy,"Placements,CAT","['Placements', 'CAT']",2
Q02514,Quantitative Aptitude,Trigonometry,Hard,"TCS NQT,CAT,Placements","['TCS NQT', 'CAT', 'Placements']",3
Q02515,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,SSC,Banking","['TCS NQT', 'SSC', 'Banking']",3
Q02516,Quantitative Aptitude,Permutation & Combination,Easy,"Placements,SSC","['Placements', 'SSC']",2
Q02517,Logical Reasoning,Data Sufficiency,Easy,"General,Banking,TCS NQT","['General', 'Banking', 'TCS NQT']",3
Q02518,Logical Reasoning,Analogy,Easy,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q02519,Quantitative Aptitude,Set Theory,Medium,"General,CAT,Placements","['General', 'CAT', 'Placements']",3
Q02520,Verbal Ability,Sentence Correction,Easy,Banking,['Banking'],1
Q02521,Quantitative Aptitude,Ratio & Proportion,Easy,"Placements,SSC","['Placements', 'SSC']",2
Q02522,Quantitative Aptitude,Geometry,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q02523,Quantitative Aptitude,Linear Equations,Medium,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q02524,Logical Reasoning,Direction Sense,Easy,SSC,['SSC'],1
Q02525,Quantitative Aptitude,Mensuration,Medium,"SSC,Placements,CAT","['SSC', 'Placements', 'CAT']",3
Q02526,Quantitative Aptitude,Mensuration,Hard,"TCS NQT,SSC,Banking","['TCS NQT', 'SSC', 'Banking']",3
Q02527,Quantitative Aptitude,Mensuration,Medium,"Banking,General","['Banking', 'General']",2
Q02528,Logical Reasoning,Data Sufficiency,Medium,"SSC,General","['SSC', 'General']",2
Q02529,Quantitative Aptitude,Quadratic Equations,Medium,Placements,['Placements'],1
Q02530,Quantitative Aptitude,Mensuration,Medium,SSC,['SSC'],1
Q02531,Verbal Ability,Cloze Test,Medium,SSC,['SSC'],1
Q02532,Verbal Ability,Para Jumbles,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q02533,Quantitative Aptitude,Probability,Medium,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q02534,Quantitative Aptitude,Simple Interest,Medium,CAT,['CAT'],1
Q02535,Data Interpretation,Mixed DI Sets,Medium,TCS NQT,['TCS NQT'],1
Q02536,Quantitative Aptitude,"Time, Speed & Distance",Hard,"Placements,SSC","['Placements', 'SSC']",2
Q02537,Verbal Ability,Critical Reasoning,Medium,"General,SSC","['General', 'SSC']",2
Q02538,Verbal Ability,Sentence Correction,Medium,"TCS NQT,Placements,SSC","['TCS NQT', 'Placements', 'SSC']",3
Q02539,Quantitative Aptitude,Number System,Easy,"SSC,General","['SSC', 'General']",2
Q02540,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q02541,Logical Reasoning,Analogy,Medium,"TCS NQT,Placements,Banking","['TCS NQT', 'Placements', 'Banking']",3
Q02542,Quantitative Aptitude,Ratio & Proportion,Hard,General,['General'],1
Q02543,Data Interpretation,Tables,Easy,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q02544,Logical Reasoning,Cubes & Dice,Easy,"Banking,SSC,CAT","['Banking', 'SSC', 'CAT']",3
Q02545,Quantitative Aptitude,Algebra,Medium,Banking,['Banking'],1
Q02546,Verbal Ability,Error Spotting,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q02547,Quantitative Aptitude,Mensuration,Hard,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q02548,Verbal Ability,Verbal Analogies,Easy,SSC,['SSC'],1
Q02549,Quantitative Aptitude,Pipes & Cisterns,Easy,Banking,['Banking'],1
Q02550,Logical Reasoning,Data Sufficiency,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q02551,Logical Reasoning,Input-Output,Easy,"Banking,TCS NQT,SSC","['Banking', 'TCS NQT', 'SSC']",3
Q02552,Logical Reasoning,Venn Diagrams,Easy,"CAT,TCS NQT,General","['CAT', 'TCS NQT', 'General']",3
Q02553,Data Interpretation,Line Graphs,Medium,SSC,['SSC'],1
Q02554,Quantitative Aptitude,Progressions (AP/GP),Medium,"TCS NQT,General,Banking","['TCS NQT', 'General', 'Banking']",3
Q02555,Quantitative Aptitude,Quadratic Equations,Medium,Banking,['Banking'],1
Q02556,Verbal Ability,Para Jumbles,Medium,"Banking,Placements,General","['Banking', 'Placements', 'General']",3
Q02557,Verbal Ability,Para Jumbles,Medium,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q02558,Data Interpretation,Caselets,Medium,Placements,['Placements'],1
Q02559,Logical Reasoning,Puzzles,Medium,"TCS NQT,Placements,CAT","['TCS NQT', 'Placements', 'CAT']",3
Q02560,Quantitative Aptitude,Partnership,Medium,"Banking,CAT,Placements","['Banking', 'CAT', 'Placements']",3
Q02561,Data Interpretation,Tables,Medium,Banking,['Banking'],1
Q02562,Verbal Ability,Critical Reasoning,Easy,Placements,['Placements'],1
Q02563,Data Interpretation,Caselets,Medium,"TCS NQT,CAT,Banking","['TCS NQT', 'CAT', 'Banking']",3
Q02564,Quantitative Aptitude,Percentages,Medium,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q02565,Quantitative Aptitude,Time & Work,Easy,"Banking,General","['Banking', 'General']",2
Q02566,Quantitative Aptitude,Time & Work,Medium,Placements,['Placements'],1
Q02567,Logical Reasoning,Input-Output,Medium,"General,CAT","['General', 'CAT']",2
Q02568,Verbal Ability,Para Summary,Easy,Placements,['Placements'],1
Q02569,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Banking,General","['Banking', 'General']",2
Q02570,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,SSC,Placements","['TCS NQT', 'SSC', 'Placements']",3
Q02571,Quantitative Aptitude,Permutation & Combination,Easy,"General,Banking,SSC","['General', 'Banking', 'SSC']",3
Q02572,Logical Reasoning,Series Completion,Easy,Placements,['Placements'],1
Q02573,Verbal Ability,Odd One Out,Hard,Banking,['Banking'],1
Q02574,Data Interpretation,Tables,Easy,"SSC,TCS NQT,Banking","['SSC', 'TCS NQT', 'Banking']",3
Q02575,Logical Reasoning,Cubes & Dice,Easy,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q02576,Data Interpretation,Pie Charts,Medium,"General,Banking","['General', 'Banking']",2
Q02577,Verbal Ability,Fill in the Blanks,Medium,"General,SSC,Banking","['General', 'SSC', 'Banking']",3
Q02578,Data Interpretation,Line Graphs,Hard,"Placements,General","['Placements', 'General']",2
Q02579,Logical Reasoning,Input-Output,Hard,"Banking,Placements","['Banking', 'Placements']",2
Q02580,Logical Reasoning,Puzzles,Easy,"General,CAT","['General', 'CAT']",2
Q02581,Quantitative Aptitude,Ratio & Proportion,Easy,SSC,['SSC'],1
Q02582,Logical Reasoning,Clocks & Calendars,Hard,"CAT,Placements,Banking","['CAT', 'Placements', 'Banking']",3
Q02583,Logical Reasoning,Input-Output,Medium,"CAT,SSC,General","['CAT', 'SSC', 'General']",3
Q02584,Verbal Ability,Para Jumbles,Easy,"SSC,Banking,TCS NQT","['SSC', 'Banking', 'TCS NQT']",3
Q02585,Logical Reasoning,Coding-Decoding,Easy,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q02586,Quantitative Aptitude,Percentages,Hard,"CAT,General","['CAT', 'General']",2
Q02587,Quantitative Aptitude,Set Theory,Easy,"General,Banking,TCS NQT","['General', 'Banking', 'TCS NQT']",3
Q02588,Quantitative Aptitude,Algebra,Hard,"Banking,Placements,General","['Banking', 'Placements', 'General']",3
Q02589,Data Interpretation,Bar Graphs,Easy,SSC,['SSC'],1
Q02590,Verbal Ability,Para Jumbles,Medium,"Placements,SSC,Banking","['Placements', 'SSC', 'Banking']",3
Q02591,Quantitative Aptitude,Trigonometry,Easy,"CAT,General","['CAT', 'General']",2
Q02592,Quantitative Aptitude,Probability,Medium,"Placements,Banking,General","['Placements', 'Banking', 'General']",3
Q02593,Logical Reasoning,Analogy,Hard,"Placements,General","['Placements', 'General']",2
Q02594,Verbal Ability,Reading Comprehension,Easy,"CAT,Placements,SSC","['CAT', 'Placements', 'SSC']",3
Q02595,Verbal Ability,Para Jumbles,Medium,"General,Banking,Placements","['General', 'Banking', 'Placements']",3
Q02596,Data Interpretation,Pie Charts,Easy,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q02597,Data Interpretation,Radar/Spider Charts,Hard,"Placements,General","['Placements', 'General']",2
Q02598,Data Interpretation,Bar Graphs,Easy,"TCS NQT,Placements,Banking","['TCS NQT', 'Placements', 'Banking']",3
Q02599,Logical Reasoning,Syllogisms,Medium,"TCS NQT,CAT,Banking","['TCS NQT', 'CAT', 'Banking']",3
Q02600,Logical Reasoning,Clocks & Calendars,Easy,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q02601,Data Interpretation,Bar Graphs,Medium,Banking,['Banking'],1
Q02602,Verbal Ability,Sentence Correction,Hard,SSC,['SSC'],1
Q02603,Quantitative Aptitude,Ratio & Proportion,Easy,CAT,['CAT'],1
Q02604,Quantitative Aptitude,Number System,Medium,"CAT,General","['CAT', 'General']",2
Q02605,Quantitative Aptitude,Algebra,Easy,General,['General'],1
Q02606,Logical Reasoning,Seating Arrangement,Hard,CAT,['CAT'],1
Q02607,Quantitative Aptitude,Surds & Indices,Hard,General,['General'],1
Q02608,Quantitative Aptitude,Time & Work,Easy,Banking,['Banking'],1
Q02609,Logical Reasoning,Puzzles,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q02610,Quantitative Aptitude,Set Theory,Medium,TCS NQT,['TCS NQT'],1
Q02611,Data Interpretation,Tables,Easy,"Banking,General,CAT","['Banking', 'General', 'CAT']",3
Q02612,Verbal Ability,Sentence Correction,Medium,CAT,['CAT'],1
Q02613,Quantitative Aptitude,Linear Equations,Easy,"Placements,CAT","['Placements', 'CAT']",2
Q02614,Logical Reasoning,Ranking & Order,Medium,"SSC,CAT,Banking","['SSC', 'CAT', 'Banking']",3
Q02615,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Placements,CAT","['Placements', 'CAT']",2
Q02616,Logical Reasoning,Statement & Conclusion,Medium,"TCS NQT,SSC,CAT","['TCS NQT', 'SSC', 'CAT']",3
Q02617,Verbal Ability,Para Jumbles,Medium,Banking,['Banking'],1
Q02618,Logical Reasoning,Clocks & Calendars,Easy,"Banking,CAT,Placements","['Banking', 'CAT', 'Placements']",3
Q02619,Quantitative Aptitude,Averages,Hard,TCS NQT,['TCS NQT'],1
Q02620,Logical Reasoning,Venn Diagrams,Medium,"General,Banking,Placements","['General', 'Banking', 'Placements']",3
Q02621,Verbal Ability,Fill in the Blanks,Medium,General,['General'],1
Q02622,Verbal Ability,Error Spotting,Medium,"General,Banking","['General', 'Banking']",2
Q02623,Logical Reasoning,Seating Arrangement,Easy,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q02624,Logical Reasoning,Cubes & Dice,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q02625,Quantitative Aptitude,Permutation & Combination,Medium,"General,CAT,Placements","['General', 'CAT', 'Placements']",3
Q02626,Quantitative Aptitude,Number System,Hard,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q02627,Verbal Ability,Error Spotting,Hard,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q02628,Data Interpretation,Pie Charts,Hard,Placements,['Placements'],1
Q02629,Logical Reasoning,Data Sufficiency,Easy,"SSC,Placements","['SSC', 'Placements']",2
Q02630,Quantitative Aptitude,Compound Interest,Easy,"Placements,CAT","['Placements', 'CAT']",2
Q02631,Data Interpretation,Tables,Easy,"TCS NQT,Banking,SSC","['TCS NQT', 'Banking', 'SSC']",3
Q02632,Quantitative Aptitude,Compound Interest,Easy,"SSC,CAT","['SSC', 'CAT']",2
Q02633,Quantitative Aptitude,Permutation & Combination,Medium,"General,SSC","['General', 'SSC']",2
Q02634,Logical Reasoning,Blood Relations,Medium,General,['General'],1
Q02635,Data Interpretation,Mixed DI Sets,Medium,"Placements,General","['Placements', 'General']",2
Q02636,Verbal Ability,Idioms & Phrases,Easy,General,['General'],1
Q02637,Logical Reasoning,Statement & Assumption,Hard,"General,Placements,Banking","['General', 'Placements', 'Banking']",3
Q02638,Logical Reasoning,Venn Diagrams,Easy,Banking,['Banking'],1
Q02639,Logical Reasoning,Blood Relations,Medium,Banking,['Banking'],1
Q02640,Data Interpretation,Pie Charts,Easy,CAT,['CAT'],1
Q02641,Logical Reasoning,Direction Sense,Medium,Placements,['Placements'],1
Q02642,Verbal Ability,Para Jumbles,Hard,TCS NQT,['TCS NQT'],1
Q02643,Logical Reasoning,Series Completion,Hard,TCS NQT,['TCS NQT'],1
Q02644,Quantitative Aptitude,Profit & Loss,Medium,"General,Banking","['General', 'Banking']",2
Q02645,Quantitative Aptitude,Mixtures & Alligations,Hard,General,['General'],1
Q02646,Verbal Ability,Sentence Correction,Easy,Banking,['Banking'],1
Q02647,Quantitative Aptitude,Time & Work,Medium,"Placements,SSC,TCS NQT","['Placements', 'SSC', 'TCS NQT']",3
Q02648,Verbal Ability,Verbal Analogies,Medium,"General,Placements","['General', 'Placements']",2
Q02649,Verbal Ability,Critical Reasoning,Medium,"CAT,SSC","['CAT', 'SSC']",2
Q02650,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,Banking","['Placements', 'Banking']",2
Q02651,Logical Reasoning,Cubes & Dice,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q02652,Verbal Ability,Error Spotting,Easy,"Placements,Banking","['Placements', 'Banking']",2
Q02653,Quantitative Aptitude,Number System,Medium,"Banking,CAT","['Banking', 'CAT']",2
Q02654,Logical Reasoning,Clocks & Calendars,Medium,"TCS NQT,Placements,General","['TCS NQT', 'Placements', 'General']",3
Q02655,Logical Reasoning,Statement & Conclusion,Easy,"Banking,SSC","['Banking', 'SSC']",2
Q02656,Quantitative Aptitude,Mensuration,Medium,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q02657,Logical Reasoning,Analogy,Medium,SSC,['SSC'],1
Q02658,Quantitative Aptitude,Compound Interest,Hard,"Banking,Placements,TCS NQT","['Banking', 'Placements', 'TCS NQT']",3
Q02659,Data Interpretation,Tables,Easy,CAT,['CAT'],1
Q02660,Quantitative Aptitude,Permutation & Combination,Easy,"General,SSC,Banking","['General', 'SSC', 'Banking']",3
Q02661,Quantitative Aptitude,Quadratic Equations,Medium,"Banking,SSC","['Banking', 'SSC']",2
Q02662,Quantitative Aptitude,Quadratic Equations,Hard,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q02663,Quantitative Aptitude,Profit & Loss,Medium,"CAT,General","['CAT', 'General']",2
Q02664,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,General,Banking","['Placements', 'General', 'Banking']",3
Q02665,Quantitative Aptitude,Averages,Easy,"SSC,TCS NQT,Banking","['SSC', 'TCS NQT', 'Banking']",3
Q02666,Quantitative Aptitude,Set Theory,Easy,"SSC,CAT,Banking","['SSC', 'CAT', 'Banking']",3
Q02667,Logical Reasoning,Input-Output,Medium,"Placements,General,Banking","['Placements', 'General', 'Banking']",3
Q02668,Logical Reasoning,Syllogisms,Medium,"General,CAT","['General', 'CAT']",2
Q02669,Data Interpretation,Line Graphs,Hard,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q02670,Quantitative Aptitude,Surds & Indices,Medium,SSC,['SSC'],1
Q02671,Verbal Ability,Sentence Correction,Medium,"TCS NQT,Placements,CAT","['TCS NQT', 'Placements', 'CAT']",3
Q02672,Verbal Ability,Para Jumbles,Easy,General,['General'],1
Q02673,Verbal Ability,Error Spotting,Medium,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q02674,Data Interpretation,Pie Charts,Medium,"Placements,Banking,General","['Placements', 'Banking', 'General']",3
Q02675,Quantitative Aptitude,Geometry,Medium,"General,SSC","['General', 'SSC']",2
Q02676,Data Interpretation,Venn-based DI,Medium,"General,Banking,SSC","['General', 'Banking', 'SSC']",3
Q02677,Logical Reasoning,Input-Output,Easy,"CAT,General,SSC","['CAT', 'General', 'SSC']",3
Q02678,Quantitative Aptitude,Compound Interest,Medium,"General,Placements","['General', 'Placements']",2
Q02679,Quantitative Aptitude,Pipes & Cisterns,Medium,"General,SSC","['General', 'SSC']",2
Q02680,Logical Reasoning,Blood Relations,Easy,Banking,['Banking'],1
Q02681,Quantitative Aptitude,Number System,Medium,CAT,['CAT'],1
Q02682,Logical Reasoning,Input-Output,Easy,"Banking,SSC,General","['Banking', 'SSC', 'General']",3
Q02683,Logical Reasoning,Coding-Decoding,Medium,SSC,['SSC'],1
Q02684,Quantitative Aptitude,Time & Work,Easy,"Placements,General,Banking","['Placements', 'General', 'Banking']",3
Q02685,Data Interpretation,Line Graphs,Hard,"CAT,Banking,Placements","['CAT', 'Banking', 'Placements']",3
Q02686,Quantitative Aptitude,Time & Work,Medium,CAT,['CAT'],1
Q02687,Quantitative Aptitude,Pipes & Cisterns,Medium,Placements,['Placements'],1
Q02688,Quantitative Aptitude,Averages,Hard,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q02689,Verbal Ability,Para Jumbles,Easy,"Placements,CAT,SSC","['Placements', 'CAT', 'SSC']",3
Q02690,Quantitative Aptitude,Profit & Loss,Easy,"CAT,SSC","['CAT', 'SSC']",2
Q02691,Logical Reasoning,Seating Arrangement,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q02692,Quantitative Aptitude,Ratio & Proportion,Hard,"Banking,CAT","['Banking', 'CAT']",2
Q02693,Quantitative Aptitude,Number System,Medium,SSC,['SSC'],1
Q02694,Logical Reasoning,Blood Relations,Medium,"TCS NQT,CAT,General","['TCS NQT', 'CAT', 'General']",3
Q02695,Quantitative Aptitude,"Time, Speed & Distance",Medium,"CAT,Banking,SSC","['CAT', 'Banking', 'SSC']",3
Q02696,Logical Reasoning,Analogy,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q02697,Quantitative Aptitude,Geometry,Medium,"SSC,General","['SSC', 'General']",2
Q02698,Verbal Ability,Fill in the Blanks,Easy,SSC,['SSC'],1
Q02699,Logical Reasoning,Ranking & Order,Hard,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q02700,Logical Reasoning,Data Sufficiency,Medium,"CAT,General","['CAT', 'General']",2
Q02701,Quantitative Aptitude,Mensuration,Easy,"Banking,Placements,CAT","['Banking', 'Placements', 'CAT']",3
Q02702,Verbal Ability,Verbal Analogies,Easy,TCS NQT,['TCS NQT'],1
Q02703,Verbal Ability,Critical Reasoning,Medium,"Placements,SSC,Banking","['Placements', 'SSC', 'Banking']",3
Q02704,Logical Reasoning,Analogy,Easy,"Banking,Placements,CAT","['Banking', 'Placements', 'CAT']",3
Q02705,Quantitative Aptitude,Set Theory,Hard,"CAT,SSC","['CAT', 'SSC']",2
Q02706,Verbal Ability,Reading Comprehension,Easy,"SSC,Banking,Placements","['SSC', 'Banking', 'Placements']",3
Q02707,Logical Reasoning,Analogy,Easy,"General,TCS NQT","['General', 'TCS NQT']",2
Q02708,Verbal Ability,Para Jumbles,Medium,"Banking,General","['Banking', 'General']",2
Q02709,Data Interpretation,Pie Charts,Easy,"Banking,SSC,Placements","['Banking', 'SSC', 'Placements']",3
Q02710,Data Interpretation,Line Graphs,Easy,"TCS NQT,General,CAT","['TCS NQT', 'General', 'CAT']",3
Q02711,Logical Reasoning,Direction Sense,Hard,"CAT,SSC","['CAT', 'SSC']",2
Q02712,Quantitative Aptitude,Surds & Indices,Medium,"Banking,Placements,General","['Banking', 'Placements', 'General']",3
Q02713,Data Interpretation,Pie Charts,Medium,"General,TCS NQT","['General', 'TCS NQT']",2
Q02714,Data Interpretation,Tables,Medium,Placements,['Placements'],1
Q02715,Quantitative Aptitude,Time & Work,Medium,"General,CAT,TCS NQT","['General', 'CAT', 'TCS NQT']",3
Q02716,Quantitative Aptitude,Geometry,Easy,"CAT,Placements,SSC","['CAT', 'Placements', 'SSC']",3
Q02717,Logical Reasoning,Ranking & Order,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q02718,Data Interpretation,Radar/Spider Charts,Medium,"CAT,Placements,Banking","['CAT', 'Placements', 'Banking']",3
Q02719,Quantitative Aptitude,Profit & Loss,Medium,"SSC,Placements,CAT","['SSC', 'Placements', 'CAT']",3
Q02720,Verbal Ability,Cloze Test,Medium,"Banking,General","['Banking', 'General']",2
Q02721,Data Interpretation,Venn-based DI,Easy,"Placements,General","['Placements', 'General']",2
Q02722,Logical Reasoning,Statement & Conclusion,Easy,SSC,['SSC'],1
Q02723,Logical Reasoning,Seating Arrangement,Medium,CAT,['CAT'],1
Q02724,Verbal Ability,Fill in the Blanks,Medium,"TCS NQT,Placements,CAT","['TCS NQT', 'Placements', 'CAT']",3
Q02725,Verbal Ability,Verbal Analogies,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q02726,Quantitative Aptitude,Quadratic Equations,Hard,"General,CAT,SSC","['General', 'CAT', 'SSC']",3
Q02727,Data Interpretation,Bar Graphs,Medium,"TCS NQT,Placements,Banking","['TCS NQT', 'Placements', 'Banking']",3
Q02728,Quantitative Aptitude,Geometry,Hard,"SSC,Placements","['SSC', 'Placements']",2
Q02729,Logical Reasoning,Statement & Assumption,Hard,Banking,['Banking'],1
Q02730,Verbal Ability,Reading Comprehension,Medium,"Banking,SSC,Placements","['Banking', 'SSC', 'Placements']",3
Q02731,Verbal Ability,Critical Reasoning,Medium,Banking,['Banking'],1
Q02732,Verbal Ability,Cloze Test,Medium,"Placements,TCS NQT","['Placements', 'TCS NQT']",2
Q02733,Data Interpretation,Caselets,Easy,General,['General'],1
Q02734,Logical Reasoning,Syllogisms,Hard,"SSC,General,CAT","['SSC', 'General', 'CAT']",3
Q02735,Logical Reasoning,Statement & Conclusion,Medium,"TCS NQT,Banking,Placements","['TCS NQT', 'Banking', 'Placements']",3
Q02736,Verbal Ability,Odd One Out,Hard,"General,Banking","['General', 'Banking']",2
Q02737,Quantitative Aptitude,Percentages,Medium,"Placements,General","['Placements', 'General']",2
Q02738,Quantitative Aptitude,Pipes & Cisterns,Hard,General,['General'],1
Q02739,Logical Reasoning,Syllogisms,Easy,Banking,['Banking'],1
Q02740,Verbal Ability,Error Spotting,Medium,"SSC,Placements","['SSC', 'Placements']",2
Q02741,Quantitative Aptitude,Number System,Hard,"Banking,SSC,General","['Banking', 'SSC', 'General']",3
Q02742,Logical Reasoning,Analogy,Medium,"Banking,General","['Banking', 'General']",2
Q02743,Data Interpretation,Pie Charts,Hard,"General,SSC,TCS NQT","['General', 'SSC', 'TCS NQT']",3
Q02744,Verbal Ability,Error Spotting,Hard,General,['General'],1
Q02745,Quantitative Aptitude,Probability,Medium,"CAT,Placements","['CAT', 'Placements']",2
Q02746,Quantitative Aptitude,Algebra,Medium,"CAT,SSC,Banking","['CAT', 'SSC', 'Banking']",3
Q02747,Quantitative Aptitude,Set Theory,Easy,TCS NQT,['TCS NQT'],1
Q02748,Verbal Ability,Synonyms & Antonyms,Hard,"General,Banking","['General', 'Banking']",2
Q02749,Quantitative Aptitude,Mixtures & Alligations,Medium,Placements,['Placements'],1
Q02750,Logical Reasoning,Series Completion,Medium,"Placements,CAT,SSC","['Placements', 'CAT', 'SSC']",3
Q02751,Logical Reasoning,Puzzles,Medium,"Placements,Banking,TCS NQT","['Placements', 'Banking', 'TCS NQT']",3
Q02752,Quantitative Aptitude,Surds & Indices,Medium,CAT,['CAT'],1
Q02753,Quantitative Aptitude,Simple Interest,Easy,"Banking,Placements","['Banking', 'Placements']",2
Q02754,Quantitative Aptitude,Percentages,Medium,TCS NQT,['TCS NQT'],1
Q02755,Verbal Ability,Cloze Test,Easy,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q02756,Verbal Ability,Synonyms & Antonyms,Medium,"General,Banking,Placements","['General', 'Banking', 'Placements']",3
Q02757,Quantitative Aptitude,Percentages,Medium,Placements,['Placements'],1
Q02758,Verbal Ability,Para Summary,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q02759,Quantitative Aptitude,Time & Work,Easy,"General,Banking,CAT","['General', 'Banking', 'CAT']",3
Q02760,Quantitative Aptitude,Mensuration,Medium,"Banking,SSC,General","['Banking', 'SSC', 'General']",3
Q02761,Quantitative Aptitude,Linear Equations,Hard,CAT,['CAT'],1
Q02762,Verbal Ability,Para Jumbles,Medium,CAT,['CAT'],1
Q02763,Verbal Ability,Odd One Out,Easy,"General,TCS NQT,Placements","['General', 'TCS NQT', 'Placements']",3
Q02764,Logical Reasoning,Blood Relations,Medium,"TCS NQT,General,Banking","['TCS NQT', 'General', 'Banking']",3
Q02765,Quantitative Aptitude,Averages,Medium,"General,CAT,Placements","['General', 'CAT', 'Placements']",3
Q02766,Quantitative Aptitude,Quadratic Equations,Hard,"General,Banking","['General', 'Banking']",2
Q02767,Quantitative Aptitude,Mixtures & Alligations,Medium,"Placements,CAT,SSC","['Placements', 'CAT', 'SSC']",3
Q02768,Logical Reasoning,Seating Arrangement,Easy,"TCS NQT,Placements,Banking","['TCS NQT', 'Placements', 'Banking']",3
Q02769,Logical Reasoning,Blood Relations,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q02770,Data Interpretation,Venn-based DI,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q02771,Quantitative Aptitude,Progressions (AP/GP),Medium,"General,CAT,Placements","['General', 'CAT', 'Placements']",3
Q02772,Logical Reasoning,Puzzles,Medium,TCS NQT,['TCS NQT'],1
Q02773,Quantitative Aptitude,Partnership,Hard,CAT,['CAT'],1
Q02774,Quantitative Aptitude,Probability,Easy,"SSC,CAT","['SSC', 'CAT']",2
Q02775,Data Interpretation,Bar Graphs,Easy,TCS NQT,['TCS NQT'],1
Q02776,Logical Reasoning,Series Completion,Medium,"Placements,CAT,SSC","['Placements', 'CAT', 'SSC']",3
Q02777,Data Interpretation,Bar Graphs,Medium,CAT,['CAT'],1
Q02778,Quantitative Aptitude,Permutation & Combination,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
